X,L,Section,End Condition,,Slope ,Deflection
2.565,5,3,SS,,0.549,-2.466
2.57,5,3,SS,,0.5478,-2.4664
2.575,5,3,SS,,0.5467,-2.4667
2.58,5,3,SS,,0.5455,-2.4671
2.585,5,3,SS,,0.5444,-2.4674
2.59,5,3,SS,,0.5432,-2.4677
2.595,5,3,SS,,0.542,-2.468
2.6,5,3,SS,,0.5408,-2.4683
2.605,5,3,SS,,0.5396,-2.4685
2.61,5,3,SS,,0.5383,-2.4687
2.615,5,3,SS,,0.5371,-2.4689
2.62,5,3,SS,,0.5358,-2.469
2.625,5,3,SS,,0.5346,-2.4691
2.63,5,3,SS,,0.5333,-2.4692
2.635,5,3,SS,,0.532,-2.4693
2.64,5,3,SS,,0.5307,-2.4694
2.645,5,3,SS,,0.5294,-2.4694
2.65,5,3,SS,,0.528,-2.4694
2.655,5,3,SS,,0.5267,-2.4693
2.66,5,3,SS,,0.5253,-2.4693
2.665,5,3,SS,,0.5239,-2.4692
2.67,5,3,SS,,0.5225,-2.4691
2.675,5,3,SS,,0.5211,-2.4689
2.68,5,3,SS,,0.5197,-2.4687
2.685,5,3,SS,,0.5183,-2.4685
2.69,5,3,SS,,0.5168,-2.4683
2.695,5,3,SS,,0.5154,-2.4681
2.7,5,3,SS,,0.5139,-2.4678
2.705,5,3,SS,,0.5124,-2.4675
2.71,5,3,SS,,0.5109,-2.4672
2.715,5,3,SS,,0.5094,-2.4668
2.72,5,3,SS,,0.5079,-2.4664
2.725,5,3,SS,,0.5063,-2.466
2.73,5,3,SS,,0.5048,-2.4656
2.735,5,3,SS,,0.5032,-2.4651
2.74,5,3,SS,,0.5016,-2.4646
2.745,5,3,SS,,0.5,-2.4641
2.75,5,3,SS,,0.4984,-2.4635
2.755,5,3,SS,,0.4968,-2.463
2.76,5,3,SS,,0.4952,-2.4624
2.765,5,3,SS,,0.4935,-2.4617
2.77,5,3,SS,,0.4919,-2.4611
2.775,5,3,SS,,0.4902,-2.4604
2.78,5,3,SS,,0.4885,-2.4597
2.785,5,3,SS,,0.4868,-2.4589
2.79,5,3,SS,,0.4851,-2.4582
2.795,5,3,SS,,0.4833,-2.4574
2.8,5,3,SS,,0.4816,-2.4565
2.805,5,3,SS,,0.4798,-2.4557
2.81,5,3,SS,,0.4781,-2.4548
2.815,5,3,SS,,0.4763,-2.4539
2.82,5,3,SS,,0.4745,-2.4529
2.825,5,3,SS,,0.4727,-2.452
2.83,5,3,SS,,0.4708,-2.451
2.835,5,3,SS,,0.469,-2.45
2.84,5,3,SS,,0.4671,-2.4489
2.845,5,3,SS,,0.4652,-2.4478
2.85,5,3,SS,,0.4634,-2.4467
2.855,5,3,SS,,0.4615,-2.4456
2.86,5,3,SS,,0.4595,-2.4444
2.865,5,3,SS,,0.4576,-2.4432
2.87,5,3,SS,,0.4557,-2.442
2.875,5,3,SS,,0.4537,-2.4408
2.88,5,3,SS,,0.4517,-2.4395
2.885,5,3,SS,,0.4497,-2.4382
2.89,5,3,SS,,0.4477,-2.4368
2.895,5,3,SS,,0.4457,-2.4355
2.9,5,3,SS,,0.4437,-2.4341
2.905,5,3,SS,,0.4417,-2.4326
2.91,5,3,SS,,0.4396,-2.4312
2.915,5,3,SS,,0.4375,-2.4297
2.92,5,3,SS,,0.4354,-2.4282
2.925,5,3,SS,,0.4333,-2.4267
2.93,5,3,SS,,0.4312,-2.4251
2.935,5,3,SS,,0.4291,-2.4235
2.94,5,3,SS,,0.4269,-2.4219
2.945,5,3,SS,,0.4248,-2.4202
2.95,5,3,SS,,0.4226,-2.4185
2.955,5,3,SS,,0.4204,-2.4168
2.96,5,3,SS,,0.4182,-2.415
2.965,5,3,SS,,0.416,-2.4133
2.97,5,3,SS,,0.4137,-2.4115
2.975,5,3,SS,,0.4115,-2.4096
2.98,5,3,SS,,0.4092,-2.4078
2.985,5,3,SS,,0.4069,-2.4059
2.99,5,3,SS,,0.4046,-2.4039
2.995,5,3,SS,,0.4023,-2.402
3,5,3,SS,,0.4,-2.4
3.005,5,3,SS,,0.3977,-2.398
3.01,5,3,SS,,0.3954,-2.3959
3.015,5,3,SS,,0.393,-2.3939
3.02,5,3,SS,,0.3907,-2.3918
3.025,5,3,SS,,0.3885,-2.3896
3.03,5,3,SS,,0.3862,-2.3875
3.035,5,3,SS,,0.3839,-2.3853
3.04,5,3,SS,,0.3817,-2.383
3.045,5,3,SS,,0.3794,-2.3808
3.05,5,3,SS,,0.3772,-2.3785
3.055,5,3,SS,,0.3749,-2.3762
3.06,5,3,SS,,0.3727,-2.3739
3.065,5,3,SS,,0.3705,-2.3715
3.07,5,3,SS,,0.3683,-2.3691
3.075,5,3,SS,,0.3661,-2.3667
3.08,5,3,SS,,0.3639,-2.3642
3.085,5,3,SS,,0.3618,-2.3617
3.09,5,3,SS,,0.3596,-2.3592
3.095,5,3,SS,,0.3574,-2.3567
3.1,5,3,SS,,0.3553,-2.3541
3.105,5,3,SS,,0.3532,-2.3515
3.11,5,3,SS,,0.351,-2.3489
3.115,5,3,SS,,0.3489,-2.3462
3.12,5,3,SS,,0.3468,-2.3435
3.125,5,3,SS,,0.3447,-2.3408
3.13,5,3,SS,,0.3426,-2.3381
3.135,5,3,SS,,0.3406,-2.3353
3.14,5,3,SS,,0.3385,-2.3325
3.145,5,3,SS,,0.3364,-2.3297
3.15,5,3,SS,,0.3344,-2.3268
3.155,5,3,SS,,0.3323,-2.324
3.16,5,3,SS,,0.3303,-2.321
3.165,5,3,SS,,0.3283,-2.3181
3.17,5,3,SS,,0.3263,-2.3152
3.175,5,3,SS,,0.3243,-2.3122
3.18,5,3,SS,,0.3223,-2.3091
3.185,5,3,SS,,0.3203,-2.3061
3.19,5,3,SS,,0.3183,-2.303
3.195,5,3,SS,,0.3164,-2.2999
3.2,5,3,SS,,0.3144,-2.2968
3.205,5,3,SS,,0.3125,-2.2936
3.21,5,3,SS,,0.3105,-2.2905
3.215,5,3,SS,,0.3086,-2.2873
3.22,5,3,SS,,0.3067,-2.284
3.225,5,3,SS,,0.3047,-2.2808
3.23,5,3,SS,,0.3028,-2.2775
3.235,5,3,SS,,0.3009,-2.2742
3.24,5,3,SS,,0.2991,-2.2708
3.245,5,3,SS,,0.2972,-2.2675
3.25,5,3,SS,,0.2953,-2.2641
3.255,5,3,SS,,0.2935,-2.2606
3.26,5,3,SS,,0.2916,-2.2572
3.265,5,3,SS,,0.2898,-2.2537
3.27,5,3,SS,,0.2879,-2.2502
3.275,5,3,SS,,0.2861,-2.2467
3.28,5,3,SS,,0.2843,-2.2432
3.285,5,3,SS,,0.2825,-2.2396
3.29,5,3,SS,,0.2807,-2.236
3.295,5,3,SS,,0.2789,-2.2324
3.3,5,3,SS,,0.2771,-2.2287
3.305,5,3,SS,,0.2753,-2.225
3.31,5,3,SS,,0.2736,-2.2213
3.315,5,3,SS,,0.2718,-2.2176
3.32,5,3,SS,,0.2701,-2.2138
3.325,5,3,SS,,0.2683,-2.2101
3.33,5,3,SS,,0.2666,-2.2063
3.335,5,3,SS,,0.2649,-2.2024
3.34,5,3,SS,,0.2631,-2.1986
3.345,5,3,SS,,0.2614,-2.1947
3.35,5,3,SS,,0.2597,-2.1908
3.355,5,3,SS,,0.258,-2.1869
3.36,5,3,SS,,0.2564,-2.1829
3.365,5,3,SS,,0.2547,-2.1789
3.37,5,3,SS,,0.253,-2.1749
3.375,5,3,SS,,0.2514,-2.1709
3.38,5,3,SS,,0.2497,-2.1668
3.385,5,3,SS,,0.2481,-2.1628
3.39,5,3,SS,,0.2464,-2.1587
3.395,5,3,SS,,0.2448,-2.1545
3.4,5,3,SS,,0.2432,-2.1504
3.405,5,3,SS,,0.2416,-2.1462
3.41,5,3,SS,,0.24,-2.142
3.415,5,3,SS,,0.2384,-2.1378
3.42,5,3,SS,,0.2368,-2.1336
3.425,5,3,SS,,0.2352,-2.1293
3.43,5,3,SS,,0.2337,-2.125
3.435,5,3,SS,,0.2321,-2.1207
3.44,5,3,SS,,0.2305,-2.1164
3.445,5,3,SS,,0.229,-2.112
3.45,5,3,SS,,0.2275,-2.1076
3.455,5,3,SS,,0.2259,-2.1032
3.46,5,3,SS,,0.2244,-2.0988
3.465,5,3,SS,,0.2229,-2.0943
3.47,5,3,SS,,0.2214,-2.0898
3.475,5,3,SS,,0.2199,-2.0853
3.48,5,3,SS,,0.2184,-2.0808
3.485,5,3,SS,,0.2169,-2.0763
3.49,5,3,SS,,0.2154,-2.0717
3.495,5,3,SS,,0.214,-2.0671
3.5,5,3,SS,,0.2125,-2.0625
3.505,5,3,SS,,0.211,-2.0579
3.51,5,3,SS,,0.2096,-2.0532
3.515,5,3,SS,,0.2082,-2.0485
3.52,5,3,SS,,0.2067,-2.0438
3.525,5,3,SS,,0.2053,-2.0391
3.53,5,3,SS,,0.2039,-2.0343
3.535,5,3,SS,,0.2025,-2.0296
3.54,5,3,SS,,0.2011,-2.0248
3.545,5,3,SS,,0.1997,-2.02
3.55,5,3,SS,,0.1983,-2.0151
3.555,5,3,SS,,0.1969,-2.0103
3.56,5,3,SS,,0.1955,-2.0054
3.565,5,3,SS,,0.1942,-2.0005
3.57,5,3,SS,,0.1928,-1.9956
3.575,5,3,SS,,0.1915,-1.9906
3.58,5,3,SS,,0.1901,-1.9857
3.585,5,3,SS,,0.1888,-1.9807
3.59,5,3,SS,,0.1874,-1.9757
3.595,5,3,SS,,0.1861,-1.9706
3.6,5,3,SS,,0.1848,-1.9656
3.605,5,3,SS,,0.1835,-1.9605
3.61,5,3,SS,,0.1822,-1.9554
3.615,5,3,SS,,0.1809,-1.9503
3.62,5,3,SS,,0.1796,-1.9452
3.625,5,3,SS,,0.1783,-1.94
3.63,5,3,SS,,0.177,-1.9349
3.635,5,3,SS,,0.1758,-1.9297
3.64,5,3,SS,,0.1745,-1.9245
3.645,5,3,SS,,0.1733,-1.9192
3.65,5,3,SS,,0.172,-1.914
3.655,5,3,SS,,0.1708,-1.9087
3.66,5,3,SS,,0.1695,-1.9034
3.665,5,3,SS,,0.1683,-1.8981
3.67,5,3,SS,,0.1671,-1.8927
3.675,5,3,SS,,0.1659,-1.8874
3.68,5,3,SS,,0.1647,-1.882
3.685,5,3,SS,,0.1635,-1.8766
3.69,5,3,SS,,0.1623,-1.8712
3.695,5,3,SS,,0.1611,-1.8658
3.7,5,3,SS,,0.1599,-1.8603
3.705,5,3,SS,,0.1587,-1.8548
3.71,5,3,SS,,0.1576,-1.8493
3.715,5,3,SS,,0.1564,-1.8438
3.72,5,3,SS,,0.1552,-1.8383
3.725,5,3,SS,,0.1541,-1.8327
3.73,5,3,SS,,0.1529,-1.8272
3.735,5,3,SS,,0.1518,-1.8216
3.74,5,3,SS,,0.1507,-1.816
3.745,5,3,SS,,0.1496,-1.8103
3.75,5,3,SS,,0.1484,-1.8047
3.755,5,3,SS,,0.1473,-1.799
3.76,5,3,SS,,0.1462,-1.7933
3.765,5,3,SS,,0.1451,-1.7876
3.77,5,3,SS,,0.144,-1.7819
3.775,5,3,SS,,0.1429,-1.7762
3.78,5,3,SS,,0.1419,-1.7704
3.785,5,3,SS,,0.1408,-1.7646
3.79,5,3,SS,,0.1397,-1.7588
3.795,5,3,SS,,0.1387,-1.753
3.8,5,3,SS,,0.1376,-1.7472
3.805,5,3,SS,,0.1365,-1.7414
3.81,5,3,SS,,0.1355,-1.7355
3.815,5,3,SS,,0.1345,-1.7296
3.82,5,3,SS,,0.1334,-1.7237
3.825,5,3,SS,,0.1324,-1.7178
3.83,5,3,SS,,0.1314,-1.7118
3.835,5,3,SS,,0.1304,-1.7059
3.84,5,3,SS,,0.1294,-1.6999
3.845,5,3,SS,,0.1284,-1.6939
3.85,5,3,SS,,0.1274,-1.6879
3.855,5,3,SS,,0.1264,-1.6819
3.86,5,3,SS,,0.1254,-1.6758
3.865,5,3,SS,,0.1244,-1.6698
3.87,5,3,SS,,0.1234,-1.6637
3.875,5,3,SS,,0.1225,-1.6576
3.88,5,3,SS,,0.1215,-1.6515
3.885,5,3,SS,,0.1205,-1.6454
3.89,5,3,SS,,0.1196,-1.6392
3.895,5,3,SS,,0.1186,-1.6331
3.9,5,3,SS,,0.1177,-1.6269
3.905,5,3,SS,,0.1168,-1.6207
3.91,5,3,SS,,0.1158,-1.6145
3.915,5,3,SS,,0.1149,-1.6083
3.92,5,3,SS,,0.114,-1.602
3.925,5,3,SS,,0.1131,-1.5958
3.93,5,3,SS,,0.1122,-1.5895
3.935,5,3,SS,,0.1113,-1.5832
3.94,5,3,SS,,0.1104,-1.5769
3.945,5,3,SS,,0.1095,-1.5706
3.95,5,3,SS,,0.1086,-1.5642
3.955,5,3,SS,,0.1077,-1.5579
3.96,5,3,SS,,0.1068,-1.5515
3.965,5,3,SS,,0.106,-1.5451
3.97,5,3,SS,,0.1051,-1.5387
3.975,5,3,SS,,0.1042,-1.5323
3.98,5,3,SS,,0.1034,-1.5259
3.985,5,3,SS,,0.1025,-1.5194
3.99,5,3,SS,,0.1017,-1.513
3.995,5,3,SS,,0.1008,-1.5065
4,5,3,SS,,0.1,-1.5
4.005,5,3,SS,,0.0992,-1.4935
4.01,5,3,SS,,0.0983,-1.487
4.015,5,3,SS,,0.0975,-1.4804
4.02,5,3,SS,,0.0967,-1.4739
4.025,5,3,SS,,0.0959,-1.4673
4.03,5,3,SS,,0.0951,-1.4607
4.035,5,3,SS,,0.0943,-1.4541
4.04,5,3,SS,,0.0935,-1.4475
4.045,5,3,SS,,0.0927,-1.4409
4.05,5,3,SS,,0.0919,-1.4343
4.055,5,3,SS,,0.0911,-1.4276
4.06,5,3,SS,,0.0904,-1.4209
4.065,5,3,SS,,0.0896,-1.4143
4.07,5,3,SS,,0.0888,-1.4076
4.075,5,3,SS,,0.088,-1.4009
4.08,5,3,SS,,0.0873,-1.3941
4.085,5,3,SS,,0.0865,-1.3874
4.09,5,3,SS,,0.0858,-1.3806
4.095,5,3,SS,,0.085,-1.3739
4.1,5,3,SS,,0.0843,-1.3671
4.105,5,3,SS,,0.0836,-1.3603
4.11,5,3,SS,,0.0828,-1.3535
4.115,5,3,SS,,0.0821,-1.3467
4.12,5,3,SS,,0.0814,-1.3399
4.125,5,3,SS,,0.0807,-1.333
4.13,5,3,SS,,0.08,-1.3261
4.135,5,3,SS,,0.0792,-1.3193
4.14,5,3,SS,,0.0785,-1.3124
4.145,5,3,SS,,0.0778,-1.3055
4.15,5,3,SS,,0.0771,-1.2986
4.155,5,3,SS,,0.0764,-1.2917
4.16,5,3,SS,,0.0758,-1.2847
4.165,5,3,SS,,0.0751,-1.2778
4.17,5,3,SS,,0.0744,-1.2708
4.175,5,3,SS,,0.0737,-1.2638
4.18,5,3,SS,,0.073,-1.2569
4.185,5,3,SS,,0.0724,-1.2499
4.19,5,3,SS,,0.0717,-1.2429
4.195,5,3,SS,,0.0711,-1.2358
4.2,5,3,SS,,0.0704,-1.2288
4.205,5,3,SS,,0.0697,-1.2218
4.21,5,3,SS,,0.0691,-1.2147
4.215,5,3,SS,,0.0685,-1.2076
4.22,5,3,SS,,0.0678,-1.2005
4.225,5,3,SS,,0.0672,-1.1935
4.23,5,3,SS,,0.0666,-1.1863
4.235,5,3,SS,,0.0659,-1.1792
4.24,5,3,SS,,0.0653,-1.1721
4.245,5,3,SS,,0.0647,-1.165
4.25,5,3,SS,,0.0641,-1.1578
4.255,5,3,SS,,0.0634,-1.1507
4.26,5,3,SS,,0.0628,-1.1435
4.265,5,3,SS,,0.0622,-1.1363
4.27,5,3,SS,,0.0616,-1.1291
4.275,5,3,SS,,0.061,-1.1219
4.28,5,3,SS,,0.0604,-1.1147
4.285,5,3,SS,,0.0599,-1.1074
4.29,5,3,SS,,0.0593,-1.1002
4.295,5,3,SS,,0.0587,-1.093
4.3,5,3,SS,,0.0581,-1.0857
4.305,5,3,SS,,0.0575,-1.0784
4.31,5,3,SS,,0.057,-1.0711
4.315,5,3,SS,,0.0564,-1.0639
4.32,5,3,SS,,0.0558,-1.0566
4.325,5,3,SS,,0.0553,-1.0492
4.33,5,3,SS,,0.0547,-1.0419
4.335,5,3,SS,,0.0541,-1.0346
4.34,5,3,SS,,0.0536,-1.0273
4.345,5,3,SS,,0.053,-1.0199
4.35,5,3,SS,,0.0525,-1.0125
4.355,5,3,SS,,0.0519,-1.0052
4.36,5,3,SS,,0.0514,-0.9978
4.365,5,3,SS,,0.0509,-0.9904
4.37,5,3,SS,,0.0503,-0.983
4.375,5,3,SS,,0.0498,-0.9756
4.38,5,3,SS,,0.0493,-0.9682
4.385,5,3,SS,,0.0488,-0.9607
4.39,5,3,SS,,0.0482,-0.9533
4.395,5,3,SS,,0.0477,-0.9459
4.4,5,3,SS,,0.0472,-0.9384
4.405,5,3,SS,,0.0467,-0.9309
4.41,5,3,SS,,0.0462,-0.9235
4.415,5,3,SS,,0.0457,-0.916
4.42,5,3,SS,,0.0452,-0.9085
4.425,5,3,SS,,0.0447,-0.901
4.43,5,3,SS,,0.0442,-0.8935
4.435,5,3,SS,,0.0437,-0.886
4.44,5,3,SS,,0.0432,-0.8784
4.445,5,3,SS,,0.0427,-0.8709
4.45,5,3,SS,,0.0422,-0.8634
4.455,5,3,SS,,0.0417,-0.8558
4.46,5,3,SS,,0.0412,-0.8483
4.465,5,3,SS,,0.0408,-0.8407
4.47,5,3,SS,,0.0403,-0.8331
4.475,5,3,SS,,0.0398,-0.8255
4.48,5,3,SS,,0.0394,-0.8179
4.485,5,3,SS,,0.0389,-0.8103
4.49,5,3,SS,,0.0384,-0.8027
4.495,5,3,SS,,0.038,-0.7951
4.5,5,3,SS,,0.0375,-0.7875
4.505,5,3,SS,,0.037,-0.7799
4.51,5,3,SS,,0.0366,-0.7722
4.515,5,3,SS,,0.0361,-0.7646
4.52,5,3,SS,,0.0357,-0.7569
4.525,5,3,SS,,0.0352,-0.7493
4.53,5,3,SS,,0.0348,-0.7416
4.535,5,3,SS,,0.0344,-0.7339
4.54,5,3,SS,,0.0339,-0.7263
4.545,5,3,SS,,0.0335,-0.7186
4.55,5,3,SS,,0.033,-0.7109
4.555,5,3,SS,,0.0326,-0.7032
4.56,5,3,SS,,0.0322,-0.6955
4.565,5,3,SS,,0.0317,-0.6878
4.57,5,3,SS,,0.0313,-0.68
4.575,5,3,SS,,0.0309,-0.6723
4.58,5,3,SS,,0.0305,-0.6646
4.585,5,3,SS,,0.03,-0.6569
4.59,5,3,SS,,0.0296,-0.6491
4.595,5,3,SS,,0.0292,-0.6414
4.6,5,3,SS,,0.0288,-0.6336
4.605,5,3,SS,,0.0284,-0.6258
4.61,5,3,SS,,0.028,-0.6181
4.615,5,3,SS,,0.0276,-0.6103
4.62,5,3,SS,,0.0272,-0.6025
4.625,5,3,SS,,0.0268,-0.5947
4.63,5,3,SS,,0.0264,-0.5869
4.635,5,3,SS,,0.026,-0.5791
4.64,5,3,SS,,0.0256,-0.5713
4.645,5,3,SS,,0.0252,-0.5635
4.65,5,3,SS,,0.0248,-0.5557
4.655,5,3,SS,,0.0244,-0.5479
4.66,5,3,SS,,0.024,-0.5401
4.665,5,3,SS,,0.0236,-0.5322
4.67,5,3,SS,,0.0232,-0.5244
4.675,5,3,SS,,0.0228,-0.5166
4.68,5,3,SS,,0.0224,-0.5087
4.685,5,3,SS,,0.022,-0.5009
4.69,5,3,SS,,0.0217,-0.493
4.695,5,3,SS,,0.0213,-0.4852
4.7,5,3,SS,,0.0209,-0.4773
4.705,5,3,SS,,0.0205,-0.4694
4.71,5,3,SS,,0.0201,-0.4616
4.715,5,3,SS,,0.0198,-0.4537
4.72,5,3,SS,,0.0194,-0.4458
4.725,5,3,SS,,0.019,-0.4379
4.73,5,3,SS,,0.0187,-0.43
4.735,5,3,SS,,0.0183,-0.4221
4.74,5,3,SS,,0.0179,-0.4142
4.745,5,3,SS,,0.0176,-0.4063
4.75,5,3,SS,,0.0172,-0.3984
4.755,5,3,SS,,0.0168,-0.3905
4.76,5,3,SS,,0.0165,-0.3826
4.765,5,3,SS,,0.0161,-0.3747
4.77,5,3,SS,,0.0157,-0.3668
4.775,5,3,SS,,0.0154,-0.3589
4.78,5,3,SS,,0.015,-0.3509
4.785,5,3,SS,,0.0147,-0.343
4.79,5,3,SS,,0.0143,-0.3351
4.795,5,3,SS,,0.014,-0.3271
4.8,5,3,SS,,0.0136,-0.3192
4.805,5,3,SS,,0.0132,-0.3113
4.81,5,3,SS,,0.0129,-0.3033
4.815,5,3,SS,,0.0125,-0.2954
4.82,5,3,SS,,0.0122,-0.2874
4.825,5,3,SS,,0.0118,-0.2795
4.83,5,3,SS,,0.0115,-0.2715
4.835,5,3,SS,,0.0111,-0.2636
4.84,5,3,SS,,0.0108,-0.2556
4.845,5,3,SS,,0.0105,-0.2476
4.85,5,3,SS,,0.0101,-0.2397
4.855,5,3,SS,,0.0098,-0.2317
4.86,5,3,SS,,0.0094,-0.2237
4.865,5,3,SS,,0.0091,-0.2158
4.87,5,3,SS,,0.0087,-0.2078
4.875,5,3,SS,,0.0084,-0.1998
4.88,5,3,SS,,0.0081,-0.1918
4.885,5,3,SS,,0.0077,-0.1838
4.89,5,3,SS,,0.0074,-0.1759
4.895,5,3,SS,,0.007,-0.1679
4.9,5,3,SS,,0.0067,-0.1599
4.905,5,3,SS,,0.0064,-0.1519
4.91,5,3,SS,,0.006,-0.1439
4.915,5,3,SS,,0.0057,-0.1359
4.92,5,3,SS,,0.0054,-0.1279
4.925,5,3,SS,,0.005,-0.12
4.93,5,3,SS,,0.0047,-0.112
4.935,5,3,SS,,0.0043,-0.104
4.94,5,3,SS,,0.004,-0.096
4.945,5,3,SS,,0.0037,-0.088
4.95,5,3,SS,,0.0033,-0.08
4.955,5,3,SS,,0.003,-0.072
4.96,5,3,SS,,0.0027,-0.064
4.965,5,3,SS,,0.0023,-0.056
4.97,5,3,SS,,0.002,-0.048
4.975,5,3,SS,,0.0017,-0.04
4.98,5,3,SS,,0.0013,-0.032
4.985,5,3,SS,,0.001,-0.024
4.99,5,3,SS,,0.0007,-0.016
4.995,5,3,SS,,0.0003,-0.008
5,5,3,SS,,0,0
0,5,3.5,SS,,0,0
0.005,5,3.5,SS,,0.003,-0.0057
0.01,5,3.5,SS,,0.0061,-0.0114
0.015,5,3.5,SS,,0.0091,-0.0171
0.02,5,3.5,SS,,0.0122,-0.0227
0.025,5,3.5,SS,,0.0152,-0.0284
0.03,5,3.5,SS,,0.0182,-0.0341
0.035,5,3.5,SS,,0.0213,-0.0398
0.04,5,3.5,SS,,0.0243,-0.0455
0.045,5,3.5,SS,,0.0274,-0.0512
0.05,5,3.5,SS,,0.0304,-0.0569
0.055,5,3.5,SS,,0.0335,-0.0626
0.06,5,3.5,SS,,0.0365,-0.0682
0.065,5,3.5,SS,,0.0395,-0.0739
0.07,5,3.5,SS,,0.0426,-0.0796
0.075,5,3.5,SS,,0.0456,-0.0853
0.08,5,3.5,SS,,0.0486,-0.091
0.085,5,3.5,SS,,0.0517,-0.0967
0.09,5,3.5,SS,,0.0547,-0.1023
0.095,5,3.5,SS,,0.0578,-0.108
0.1,5,3.5,SS,,0.0608,-0.1137
0.105,5,3.5,SS,,0.0638,-0.1194
0.11,5,3.5,SS,,0.0669,-0.1251
0.115,5,3.5,SS,,0.0699,-0.1307
0.12,5,3.5,SS,,0.0729,-0.1364
0.125,5,3.5,SS,,0.076,-0.1421
0.13,5,3.5,SS,,0.079,-0.1478
0.135,5,3.5,SS,,0.082,-0.1534
0.14,5,3.5,SS,,0.0851,-0.1591
0.145,5,3.5,SS,,0.0881,-0.1648
0.15,5,3.5,SS,,0.0911,-0.1705
0.155,5,3.5,SS,,0.0942,-0.1761
0.16,5,3.5,SS,,0.0972,-0.1818
0.165,5,3.5,SS,,0.1002,-0.1875
0.17,5,3.5,SS,,0.1033,-0.1931
0.175,5,3.5,SS,,0.1063,-0.1988
0.18,5,3.5,SS,,0.1093,-0.2045
0.185,5,3.5,SS,,0.1123,-0.2101
0.19,5,3.5,SS,,0.1154,-0.2158
0.195,5,3.5,SS,,0.1184,-0.2214
0.2,5,3.5,SS,,0.1214,-0.2271
0.205,5,3.5,SS,,0.1244,-0.2328
0.21,5,3.5,SS,,0.1274,-0.2384
0.215,5,3.5,SS,,0.1305,-0.2441
0.22,5,3.5,SS,,0.1335,-0.2497
0.225,5,3.5,SS,,0.1365,-0.2554
0.23,5,3.5,SS,,0.1395,-0.261
0.235,5,3.5,SS,,0.1425,-0.2667
0.24,5,3.5,SS,,0.1455,-0.2723
0.245,5,3.5,SS,,0.1486,-0.278
0.25,5,3.5,SS,,0.1516,-0.2836
0.255,5,3.5,SS,,0.1546,-0.2892
0.26,5,3.5,SS,,0.1576,-0.2949
0.265,5,3.5,SS,,0.1606,-0.3005
0.27,5,3.5,SS,,0.1636,-0.3061
0.275,5,3.5,SS,,0.1666,-0.3118
0.28,5,3.5,SS,,0.1696,-0.3174
0.285,5,3.5,SS,,0.1726,-0.323
0.29,5,3.5,SS,,0.1756,-0.3287
0.295,5,3.5,SS,,0.1786,-0.3343
0.3,5,3.5,SS,,0.1816,-0.3399
0.305,5,3.5,SS,,0.1846,-0.3455
0.31,5,3.5,SS,,0.1876,-0.3511
0.315,5,3.5,SS,,0.1906,-0.3567
0.32,5,3.5,SS,,0.1936,-0.3624
0.325,5,3.5,SS,,0.1966,-0.368
0.33,5,3.5,SS,,0.1996,-0.3736
0.335,5,3.5,SS,,0.2025,-0.3792
0.34,5,3.5,SS,,0.2055,-0.3848
0.345,5,3.5,SS,,0.2085,-0.3904
0.35,5,3.5,SS,,0.2115,-0.396
0.355,5,3.5,SS,,0.2145,-0.4016
0.36,5,3.5,SS,,0.2174,-0.4072
0.365,5,3.5,SS,,0.2204,-0.4128
0.37,5,3.5,SS,,0.2234,-0.4183
0.375,5,3.5,SS,,0.2264,-0.4239
0.38,5,3.5,SS,,0.2293,-0.4295
0.385,5,3.5,SS,,0.2323,-0.4351
0.39,5,3.5,SS,,0.2353,-0.4407
0.395,5,3.5,SS,,0.2382,-0.4462
0.4,5,3.5,SS,,0.2412,-0.4518
0.405,5,3.5,SS,,0.2442,-0.4574
0.41,5,3.5,SS,,0.2471,-0.4629
0.415,5,3.5,SS,,0.2501,-0.4685
0.42,5,3.5,SS,,0.253,-0.474
0.425,5,3.5,SS,,0.256,-0.4796
0.43,5,3.5,SS,,0.2589,-0.4851
0.435,5,3.5,SS,,0.2619,-0.4907
0.44,5,3.5,SS,,0.2648,-0.4962
0.445,5,3.5,SS,,0.2678,-0.5018
0.45,5,3.5,SS,,0.2707,-0.5073
0.455,5,3.5,SS,,0.2737,-0.5129
0.46,5,3.5,SS,,0.2766,-0.5184
0.465,5,3.5,SS,,0.2795,-0.5239
0.47,5,3.5,SS,,0.2825,-0.5294
0.475,5,3.5,SS,,0.2854,-0.535
0.48,5,3.5,SS,,0.2883,-0.5405
0.485,5,3.5,SS,,0.2912,-0.546
0.49,5,3.5,SS,,0.2942,-0.5515
0.495,5,3.5,SS,,0.2971,-0.557
0.5,5,3.5,SS,,0.3,-0.5625
0.505,5,3.5,SS,,0.3029,-0.568
0.51,5,3.5,SS,,0.3058,-0.5735
0.515,5,3.5,SS,,0.3087,-0.579
0.52,5,3.5,SS,,0.3116,-0.5845
0.525,5,3.5,SS,,0.3146,-0.59
0.53,5,3.5,SS,,0.3175,-0.5954
0.535,5,3.5,SS,,0.3204,-0.6009
0.54,5,3.5,SS,,0.3233,-0.6064
0.545,5,3.5,SS,,0.3261,-0.6118
0.55,5,3.5,SS,,0.329,-0.6173
0.555,5,3.5,SS,,0.3319,-0.6228
0.56,5,3.5,SS,,0.3348,-0.6282
0.565,5,3.5,SS,,0.3377,-0.6337
0.57,5,3.5,SS,,0.3406,-0.6391
0.575,5,3.5,SS,,0.3435,-0.6446
